name,isChildFriendly,hasAlcohol,wheelChairAccess,averageBill,likedByUser,Пекарня,Кофейня,Пиццерия,Кафе,Кофе с собой,Еда на вынос,Еда,Кондитерская,Мороженое,Бар,Суши-бар,Ресторан,Еда с собой,Паб,Быстрое питание,Столовая
Mexican Grill,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
Vegan Bistro,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Sushi Bar,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Healthy Eatery,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Sushi Bar,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Pizza Place,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
French Cafe,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Steakhouse,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Fancy Restaurant,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Seafood Shack,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pancake House,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Healthy Eatery,0,1,1,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mexican Grill,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizza Place,1,1,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
Thai Delight,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mexican Grill,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
Indian Buffet,1,1,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Bakery,0,1,0,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Pancake House,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Family Cafe,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Pancake House,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bakery,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Salad Bar,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Vegan Bistro,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
Chinese Takeout,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Salad Bar,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Salad Bar,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Chinese Takeout,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Pizza Place,1,1,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Pub,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pancake House,1,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mexican Grill,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
Burger Joint,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Indian Buffet,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Mexican Grill,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizza Place,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Seafood Shack,0,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Pancake House,1,0,1,3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
BBQ Joint,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Chinese Takeout,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Seafood Shack,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Italian Restaurant,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
Pizza Place,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Indian Buffet,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Seafood Shack,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Burger Joint,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Steakhouse,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
Pub,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Fancy Restaurant,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
French Cafe,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Steakhouse,1,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Pancake House,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thai Delight,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Indian Buffet,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Fancy Restaurant,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Salad Bar,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Salad Bar,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Family Cafe,0,1,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Chinese Takeout,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sushi Bar,1,1,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Mexican Grill,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Vegan Bistro,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pancake House,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
Salad Bar,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Family Cafe,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexican Grill,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Seafood Shack,0,0,1,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
Sushi Bar,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Indian Buffet,1,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Fancy Restaurant,0,1,0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Fancy Restaurant,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pub,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Indian Buffet,0,0,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Thai Delight,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
Bakery,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Seafood Shack,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bakery,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Healthy Eatery,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Italian Restaurant,0,1,0,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Bakery,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
French Cafe,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Pancake House,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Indian Buffet,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
Sushi Bar,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Thai Delight,1,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Italian Restaurant,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
French Cafe,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Mexican Grill,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
Bakery,1,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Italian Restaurant,0,1,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
Chinese Takeout,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Steakhouse,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Mexican Grill,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
Bakery,0,0,0,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Family Cafe,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
French Cafe,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Chinese Takeout,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Family Cafe,0,1,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Chinese Takeout,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Healthy Eatery,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Chinese Takeout,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Family Cafe,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
Burger Joint,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Italian Restaurant,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Salad Bar,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Steakhouse,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Burger Joint,1,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Italian Restaurant,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Bakery,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Indian Buffet,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Chinese Takeout,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
French Cafe,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Thai Delight,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Burger Joint,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Indian Buffet,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BBQ Joint,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Indian Buffet,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bakery,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
Salad Bar,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Burger Joint,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
Pancake House,1,0,1,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Fancy Restaurant,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Indian Buffet,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
French Cafe,1,1,0,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Healthy Eatery,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
French Cafe,1,1,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Thai Delight,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Bakery,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
BBQ Joint,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Healthy Eatery,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
Pub,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Burger Joint,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Seafood Shack,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mexican Grill,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Chinese Takeout,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Burger Joint,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Salad Bar,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pizza Place,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
Chinese Takeout,1,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Fancy Restaurant,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Seafood Shack,0,0,0,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
Indian Buffet,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
Vegan Bistro,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Chinese Takeout,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Seafood Shack,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
BBQ Joint,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
French Cafe,0,1,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Pub,1,0,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Pizza Place,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Family Cafe,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salad Bar,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Family Cafe,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Vegan Bistro,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
French Cafe,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Bakery,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Indian Buffet,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Italian Restaurant,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sushi Bar,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
Bakery,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Chinese Takeout,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Salad Bar,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Healthy Eatery,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Sushi Bar,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Bakery,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Family Cafe,1,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Italian Restaurant,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bakery,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
Indian Buffet,0,0,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
Chinese Takeout,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Fancy Restaurant,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Pub,0,1,1,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Family Cafe,1,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Vegan Bistro,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Healthy Eatery,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Vegan Bistro,0,0,1,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Seafood Shack,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Healthy Eatery,1,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bakery,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Vegan Bistro,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Pancake House,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pub,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Salad Bar,1,1,1,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Sushi Bar,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
French Cafe,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Burger Joint,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Sushi Bar,0,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Seafood Shack,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Sushi Bar,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Family Cafe,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Mexican Grill,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
French Cafe,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Salad Bar,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mexican Grill,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Indian Buffet,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Steakhouse,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Burger Joint,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Chinese Takeout,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Pizza Place,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Burger Joint,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Thai Delight,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BBQ Joint,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Italian Restaurant,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Healthy Eatery,1,1,1,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Pancake House,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bakery,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Chinese Takeout,1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
Fancy Restaurant,1,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Pizza Place,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
French Cafe,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Salad Bar,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Steakhouse,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
French Cafe,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Thai Delight,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steakhouse,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexican Grill,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Bakery,1,0,1,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
French Cafe,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Burger Joint,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
French Cafe,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Salad Bar,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Mexican Grill,1,1,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
Steakhouse,0,1,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Mexican Grill,1,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Salad Bar,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
BBQ Joint,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
Thai Delight,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Family Cafe,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Salad Bar,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Mexican Grill,0,0,1,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Pizza Place,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pizza Place,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Salad Bar,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
BBQ Joint,1,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Seafood Shack,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Seafood Shack,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Seafood Shack,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Bakery,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Steakhouse,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Italian Restaurant,1,0,0,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
Fancy Restaurant,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mexican Grill,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Steakhouse,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fancy Restaurant,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Thai Delight,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Family Cafe,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
Mexican Grill,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Chinese Takeout,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Thai Delight,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
Pizza Place,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BBQ Joint,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Pancake House,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sushi Bar,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Burger Joint,1,1,1,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Pizza Place,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
Pancake House,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Chinese Takeout,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Seafood Shack,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Pancake House,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
French Cafe,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Seafood Shack,1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Mexican Grill,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Healthy Eatery,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Seafood Shack,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burger Joint,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fancy Restaurant,0,0,1,3,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
Steakhouse,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
BBQ Joint,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
Steakhouse,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
Seafood Shack,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Chinese Takeout,1,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Indian Buffet,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
French Cafe,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Indian Buffet,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Family Cafe,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizza Place,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Indian Buffet,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Sushi Bar,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Healthy Eatery,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Salad Bar,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
French Cafe,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
